business_id,bar_nightlife_crowd,bar_vibes_live_music,brunch_breakfast,cafe_coffee_reading_terminal,casual_payment_ordering,chef_specials_platters,cocktail_bars_speakeasy,comfort_food_sandwiches,craft_beer_sports_bars,customer_service_quality,desserts_bakery,dinner_happy_hour,fine_dining_tasting_menu,food_trucks_trendy_spots,markets_grocery_shopping,outdoor_street_seating,overall_food_quality,philly_neighborhood_gems,quick_fresh_lunch,service_wait_time,small_plates_cocktails,spicy_asian_flavors,unique_quirky_dining,value_portion_size,venue_location_experience,business_name,address,categories,business_stars,review_count,is_open,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,dominant_topic,dominant_topic_score,topic_diversity,overall_sentiment,romantic_score,solo_work_score,family_score,group_celebration_score,hidden_gem_score
JUlsvVAvZvGHWFfkKm0nlg,0.0199,0.038,0.0403,0.017,0.0208,0.0265,0.0215,0.0695,0.0241,0.0228,0.0192,0.0953,0.0256,0.0242,0.0173,0.0248,0.048,0.1211,0.0499,0.285,0.0622,0.0236,0.0231,0.0479,0.0224,El Camino Real,1040 N 2nd St,"Mexican, Tex-Mex, Restaurants, Barbeque",3.5,1014,1,0:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,10:0-23:0,10:0-22:0,Small Plates & Cocktails,0.285,5,0.6544,0.024,0.2195,0.2271,0.0259,0.0697
YAUUdbESr8BYQ_TFgDjT5Q,0.0185,0.0288,0.0162,0.0132,0.0176,0.0221,0.0288,0.0534,0.0145,0.0178,0.0159,0.0981,0.0307,0.0251,0.016,0.0161,0.0529,0.1616,0.0631,0.2791,0.0138,0.0196,0.0256,0.0597,0.0209,Tokai Sushi Hibachi Steakhouses,1699 Grant Ave,"Asian Fusion, Sushi Bars, Japanese, Steakhouses, Restaurants",4.0,209,1,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,13:0-21:30,Quick & Fresh Lunch,0.2791,7,0.7247,0.0264,0.2218,0.2202,0.0252,0.0902
mbglgx3nbRRPKxh0SxDjNQ,0.0203,0.0264,0.0275,0.0159,0.0218,0.0235,0.024,0.072,0.016,0.0356,0.015,0.0827,0.0317,0.024,0.0176,0.0213,0.0438,0.1492,0.0519,0.26,0.0215,0.0449,0.0278,0.0588,0.0245,Parada Maimon,345 N 12th St,"Latin American, Caribbean, Dominican, Mexican, Restaurants",4.5,202,1,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0,Spicy & Asian Flavors,0.26,6,0.7457,0.0264,0.2195,0.2254,0.0234,0.0857
AbtYqoBGuvlWmR1gU0c3XA,0.0279,0.0323,0.0197,0.0278,0.0269,0.0263,0.0245,0.0414,0.1023,0.0357,0.0187,0.0624,0.0204,0.02,0.0442,0.0241,0.0461,0.1268,0.0415,0.2712,0.0169,0.013,0.0253,0.0656,0.0278,Foodery,324 S 10th St,"Food, Delis, Beer, Wine & Spirits, Restaurants",3.5,113,1,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,Craft Beer & Sports Bars,0.2712,5,0.6792,0.0228,0.2208,0.2255,0.028,0.078
roc-xyyzN5b_nImb0NdRLQ,0.025,0.0258,0.0379,0.0318,0.0242,0.0244,0.0212,0.0923,0.0214,0.0373,0.0173,0.0632,0.0379,0.0337,0.024,0.0175,0.049,0.119,0.0507,0.2753,0.0203,0.0148,0.0185,0.0536,0.0468,Earl of Sandwich,"8500 Essington Ave, Terminal D, Philadelphia International Airport","Restaurants, Sandwiches, Wraps, Salad",3.5,81,1,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,Venue & Location Experience,0.2753,6,0.5524,0.027,0.2261,0.2267,0.0239,0.0692
XpTNCVbO5wL1DtDyKzKqfA,0.0242,0.0211,0.0317,0.0148,0.0224,0.03,0.0225,0.0481,0.0151,0.0489,0.1087,0.0681,0.0228,0.0505,0.0235,0.014,0.0486,0.1416,0.0388,0.2682,0.014,0.0144,0.0277,0.0457,0.0245,Holmesburg Bakery,7935 Frankford Ave,"Restaurants, Food, Bakeries",4.0,79,1,7:0-16:0,7:0-16:0,7:0-16:0,7:0-17:0,7:0-17:0,7:0-14:0,7:0-13:0,Desserts & Bakery,0.2682,5,0.5871,0.0205,0.2142,0.2215,0.0227,0.0787
HuDNHqKv9n1mWpe4BqCnwA,0.0166,0.0254,0.0161,0.0147,0.0272,0.0244,0.0267,0.0808,0.0183,0.0233,0.0192,0.0617,0.0222,0.0281,0.0212,0.0175,0.0499,0.1222,0.0528,0.339,0.0152,0.0146,0.0152,0.0544,0.0219,Minas Pizza,6151 Ridge Ave,"Restaurants, Pizza",3.0,54,1,0:0-0:0,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,12:0-20:30,Service & Wait Time,0.339,6,0.1572,0.0226,0.2199,0.2193,0.0228,0.0698
piUZEndStsWNnRUwOPk8jA,0.0149,0.0224,0.0253,0.0136,0.0244,0.028,0.0291,0.0637,0.019,0.0247,0.0167,0.0823,0.0266,0.0273,0.0219,0.0226,0.0567,0.1355,0.0608,0.2914,0.0189,0.0478,0.0358,0.058,0.0199,King's Garden,8225 Germantown Ave,"Chinese, Cantonese, Restaurants, Beer, Wine & Spirits, Food",3.5,83,1,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,13:30-21:0,Spicy & Asian Flavors,0.2914,7,0.6541,0.0265,0.2221,0.2237,0.0221,0.0823
LnZvGYbqozanOSevcftnrw,0.0266,0.0263,0.0231,0.0243,0.0326,0.0207,0.0218,0.1053,0.017,0.0219,0.0324,0.0723,0.0273,0.0238,0.0164,0.0236,0.0524,0.1369,0.0692,0.2516,0.0185,0.0245,0.0207,0.0546,0.0298,HipCityVeg - University City,214 S 40th St,"Sandwiches, Food, Burgers, Restaurants, Vegan, Desserts",4.0,314,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,Comfort Food & Sandwiches,0.2516,7,0.8488,0.0244,0.2276,0.2237,0.0248,0.0774
QWqKTWQ2OiDgo3dzNkpung,0.0308,0.0226,0.0229,0.0142,0.0182,0.0194,0.0338,0.0716,0.0161,0.0183,0.0146,0.0845,0.0382,0.0235,0.0166,0.02,0.0591,0.1466,0.057,0.264,0.0134,0.0427,0.0225,0.0548,0.0157,Jong Ka Jib,6600 N 5th St,"Korean, Restaurants",4.5,351,1,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,Spicy & Asian Flavors,0.264,7,0.7978,0.0321,0.218,0.2206,0.0294,0.0818
B-DiQpcSTJ7oMMnwzbAGTQ,0.0318,0.0225,0.01,0.0242,0.0217,0.0244,0.0317,0.0829,0.0148,0.0235,0.0159,0.0631,0.0256,0.0721,0.0181,0.0211,0.0502,0.1269,0.0579,0.2737,0.0204,0.0363,0.0197,0.0567,0.0216,Cucina Zapata,S 31st & Ludlow St,"Thai, Food Stands, Restaurants, Mexican",4.5,248,1,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,,,Food Trucks & Trendy Spots,0.2737,8,0.8833,0.0266,0.2231,0.2179,0.029,0.0737
7rMxt2f3uvC6xPQtHgQKLQ,0.0211,0.0881,0.0263,0.0177,0.0212,0.0277,0.0397,0.0518,0.0214,0.0175,0.0285,0.121,0.0258,0.0228,0.0123,0.0225,0.0399,0.1341,0.0328,0.2626,0.0225,0.0195,0.0255,0.0384,0.0224,R&D,1206 Frankford Ave,"Lounges, Nightlife, Cocktail Bars, Bars",4.5,52,1,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,,Bar Vibes & Live Music,0.2626,5,0.9346,0.0298,0.2145,0.216,0.0477,0.0728
uKAbrDSJJzZliY1Yqu5KxQ,0.023,0.0263,0.0247,0.0149,0.0241,0.0279,0.0228,0.0661,0.0181,0.0207,0.0194,0.1319,0.0367,0.0255,0.0194,0.0219,0.0441,0.1677,0.04,0.2664,0.0271,0.0155,0.0239,0.0459,0.0195,Scannicchio's,2500 S Broad & Porter,"Seafood, Italian, Restaurants, Mediterranean",4.0,187,1,0:0-0:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:30,16:0-20:30,15:30-19:30,Dinner & Happy Hour,0.2664,4,0.7811,0.0281,0.2148,0.221,0.0239,0.088
Oun4NN-u5yiHIxDqtJnxgA,0.022,0.0229,0.0252,0.0306,0.0226,0.0228,0.0205,0.0779,0.0173,0.0348,0.0493,0.0581,0.0246,0.0743,0.0215,0.0206,0.0472,0.1263,0.0454,0.2682,0.0181,0.0276,0.0232,0.0498,0.0211,Federal Donuts,1219 S 2nd St,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea",4.0,530,1,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,Food Trucks & Trendy Spots,0.2682,5,0.7895,0.0222,0.2245,0.2225,0.0217,0.0724
vA5MHe9LqNQcp8k_CaFkHg,0.0235,0.043,0.0249,0.0128,0.0254,0.0312,0.0381,0.0673,0.0254,0.0186,0.0159,0.1032,0.0278,0.0303,0.0155,0.0197,0.0458,0.1485,0.0554,0.2791,0.0244,0.0146,0.0237,0.0462,0.0249,Dagwood's Pub,4625 Linden Ave,"Restaurants, Pubs, Nightlife, Bars, Seafood",4.0,123,1,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0,Cocktail Bars & Speakeasy,0.2791,5,0.8131,0.0294,0.2183,0.2176,0.0345,0.0804
lRbHFOIFuusN2WOR_ypQ_A,0.0212,0.0291,0.0696,0.0321,0.0249,0.0272,0.02,0.0764,0.0187,0.0226,0.0285,0.0901,0.0243,0.0197,0.0185,0.026,0.0504,0.1299,0.0442,0.2683,0.0226,0.019,0.0305,0.0467,0.0187,Ants Pants Café,2212 S St,"Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch",4.0,531,1,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,8:0-15:0,8:0-15:0,Brunch & Breakfast,0.2683,6,0.7986,0.0232,0.2251,0.2361,0.0231,0.0751
_T0cPZE2ZJOTTlYYKMP64Q,0.0321,0.0283,0.0289,0.0182,0.0343,0.0354,0.0206,0.0939,0.0163,0.0222,0.0342,0.0714,0.0352,0.0325,0.0201,0.02,0.0465,0.1344,0.0537,0.2551,0.0159,0.0448,0.0171,0.0549,0.0177,Brown Sugar Bakery & Cafe,219 S 52nd St,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",4.5,66,1,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,9:0-23:0,11:0-20:0,Spicy & Asian Flavors,0.2551,6,0.7138,0.0263,0.2188,0.225,0.0269,0.0754
kq5Ghhh14r-eCxlVmlyd8w,0.0244,0.0235,0.053,0.0259,0.0237,0.0288,0.0176,0.0739,0.0217,0.031,0.031,0.0649,0.0228,0.0232,0.0167,0.024,0.041,0.1285,0.083,0.2535,0.0191,0.0219,0.0242,0.0798,0.0244,The Coventry Deli,2000 Market St,"Restaurants, Delis, Salad, Sandwiches",4.0,65,1,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,,,Brunch & Breakfast,0.2535,7,0.7704,0.0213,0.233,0.2411,0.0218,0.0826
FBof1_DJG-IMRdk6WmY2IA,0.0218,0.0259,0.0313,0.0136,0.018,0.0282,0.0,0.0685,0.0123,0.014,0.0146,0.0813,0.0262,0.0393,0.0166,0.0138,0.052,0.141,0.0919,0.2576,0.0242,0.0288,0.0388,0.052,0.014,Poke Burri,255 S  10th St,"Restaurants, Japanese",4.5,53,1,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,Quick & Fresh Lunch,0.2576,7,0.8749,0.0139,0.23,0.2278,0.0154,0.0836
DsKzHnkLKnxZTVsFpts4oA,0.0207,0.0415,0.0558,0.0212,0.0294,0.0252,0.029,0.064,0.0316,0.0195,0.0212,0.1062,0.0295,0.023,0.0205,0.022,0.0474,0.1334,0.0451,0.2628,0.0263,0.0169,0.0273,0.0494,0.0359,Red Owl Tavern,433 Chestnut St,"Breakfast & Brunch, American (New), Restaurants",3.5,618,1,0:0-0:0,11:30-15:0,11:30-15:0,11:30-22:0,11:30-22:0,17:0-22:0,8:0-15:0,Brunch & Breakfast,0.2628,5,0.7507,0.0274,0.22,0.2302,0.0298,0.0764
MMRRS6YhVRx_iN5-JhMRYg,0.0233,0.0255,0.0204,0.0147,0.0259,0.0252,0.0239,0.0642,0.0185,0.0206,0.0164,0.0957,0.0372,0.0223,0.0194,0.0182,0.0712,0.1244,0.0462,0.2739,0.0149,0.0675,0.0222,0.049,0.0268,Han Dynasty,3711 Market St,"Restaurants, Chinese, Szechuan",4.0,783,1,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:30,11:30-21:30,11:30-21:0,Spicy & Asian Flavors,0.2739,6,0.6999,0.0278,0.2166,0.2197,0.0242,0.0711
9iBlpXwgBFLVnx6RmHsiCQ,0.0219,0.023,0.0717,0.0251,0.0266,0.027,0.0179,0.0633,0.0152,0.026,0.0189,0.0783,0.0219,0.0262,0.0157,0.0201,0.0391,0.1408,0.0567,0.2837,0.0157,0.0186,0.0257,0.0594,0.0326,Foods On First,1429 Arch St,"Sandwiches, Cheesesteaks, Restaurants, Event Planning & Services, Diners, Caterers, American (Traditional), Breakfast & Brunch",3.5,96,1,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,7:0-17:0,7:0-17:0,Brunch & Breakfast,0.2837,7,0.6655,0.02,0.2252,0.2398,0.0208,0.0819
-OIUunijjcq_ZzyyQhPPFQ,0.0202,0.0219,0.0223,0.0175,0.0179,0.04,0.0232,0.0822,0.0153,0.0208,0.0165,0.1218,0.0514,0.0195,0.0193,0.0234,0.041,0.1429,0.049,0.2511,0.0228,0.0225,0.0242,0.0485,0.0227,Zorba's Taverna,2230 Fairmount Ave,"Restaurants, Greek, Mediterranean",4.5,510,1,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:30,11:30-21:30,13:0-21:0,Fine Dining & Tasting Menu,0.2511,5,0.8245,0.0345,0.2194,0.2213,0.0218,0.079
qjGS_7iaQDpbVhS6W8qkHQ,0.0187,0.0224,0.021,0.0196,0.0194,0.023,0.0217,0.0612,0.0152,0.0276,0.1537,0.0681,0.0272,0.0248,0.0179,0.0185,0.0403,0.1481,0.0414,0.2377,0.0153,0.0134,0.0215,0.0425,0.0207,The Sweet Life Bakeshop,740 South St,"Food, Cupcakes, Desserts, Bakeries",5.0,316,1,0:0-0:0,11:0-18:30,11:0-19:0,11:0-19:0,11:0-19:0,12:0-17:0,11:0-18:30,Desserts & Bakery,0.2377,5,0.8504,0.0231,0.2185,0.2184,0.0209,0.0784
GOSVLhjUT6TnrPhkkmDOpw,0.0191,0.0361,0.0471,0.0558,0.0153,0.0225,0.0275,0.0755,0.0162,0.0196,0.0221,0.0863,0.0268,0.0241,0.0162,0.0239,0.0439,0.1682,0.053,0.2263,0.0133,0.0126,0.0339,0.0493,0.0184,Vineyards Cafe,847 N 16th St,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch",4.5,192,1,0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-15:0,8:0-15:0,"Cafe, Coffee & Reading Terminal",0.2263,6,0.885,0.0263,0.24,0.2282,0.0271,0.0922
kz8OeP88ZYjDBWb0LePJ3A,0.0226,0.036,0.0,0.0202,0.0179,0.0191,0.0304,0.0625,0.0189,0.0447,0.0278,0.0719,0.021,0.0162,0.0542,0.0215,0.042,0.1359,0.0631,0.2577,0.0143,0.0146,0.0256,0.0554,0.024,Chill On the Hill,5 E Highland Ave,"Ice Cream & Frozen Yogurt, Desserts, Food",4.0,52,1,12:0-20:30,12:0-20:30,12:0-20:30,12:0-20:30,12:0-21:0,12:0-21:0,12:0-20:30,Markets & Grocery Shopping,0.2577,7,0.6023,0.0244,0.2245,0.2148,0.0293,0.0787
aPNXGTDkf-4bjhyMBQxqpQ,0.0224,0.0547,0.0351,0.0142,0.0289,0.0193,0.024,0.0517,0.0522,0.0214,0.0183,0.1094,0.0213,0.0165,0.0231,0.0446,0.0444,0.1312,0.0394,0.2768,0.0172,0.0163,0.0231,0.0432,0.0334,Craft Hall,901 N Delaware Ave,"Eatertainment, Arts & Entertainment, Brewpubs, American (Traditional), Bakeries, Breweries, Food, Restaurants",3.5,65,1,0:0-0:0,,16:0-22:0,16:0-22:0,16:0-19:0,11:0-23:0,11:0-20:0,Craft Beer & Sports Bars,0.2768,6,0.6324,0.0281,0.2144,0.2276,0.0326,0.0724
GFBuCSY2jMRzg-E7Zhg1SA,0.0228,0.025,0.0218,0.0128,0.0185,0.0153,0.0228,0.0573,0.0139,0.0316,0.0172,0.0836,0.0331,0.032,0.0163,0.0252,0.0493,0.1481,0.0513,0.2793,0.0452,0.0332,0.0252,0.0503,0.0193,Don Panchito Mexican Grill,3180 Grant Ave,"Halal, Restaurants, Mexican, Steakhouses",4.0,82,1,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-3:0,11:0-3:0,11:0-21:0,Small Plates & Cocktails,0.2793,6,0.6053,0.0275,0.2172,0.2221,0.0235,0.0819
HG0Djdv_hQwFeE_-R2XFaA,0.0189,0.0217,0.0242,0.038,0.0192,0.0295,0.0,0.0855,0.015,0.0286,0.0627,0.0615,0.0241,0.0715,0.0182,0.0232,0.0476,0.1264,0.0468,0.2494,0.0168,0.0207,0.025,0.0406,0.0316,Federal Donuts,21 S 12th St,"Restaurants, Chicken Shop, Donuts, Food, Coffee & Tea",4.5,51,1,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,Food Trucks & Trendy Spots,0.2494,6,0.7569,0.0154,0.2293,0.2241,0.0131,0.0702
hUX1yAimviBIhb21D_KtcQ,0.0198,0.0463,0.0466,0.0152,0.0252,0.0209,0.0227,0.0577,0.0276,0.0329,0.017,0.094,0.0236,0.0232,0.0198,0.0184,0.0461,0.1264,0.046,0.2758,0.0683,0.0208,0.0234,0.0486,0.0198,Cactus Restaurant & Bar,4243 Main St,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife",3.0,312,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,Small Plates & Cocktails,0.2758,5,0.6164,0.022,0.2174,0.2277,0.0288,0.0722
-ATiAtTikuGuqvaW2O6tNA,0.0205,0.0314,0.0601,0.0201,0.0226,0.026,0.0291,0.0687,0.0207,0.0201,0.0247,0.0978,0.0269,0.0213,0.0283,0.0234,0.0483,0.1205,0.0525,0.2911,0.0259,0.0207,0.0236,0.0521,0.027,Marathon,121 S 16th St,"Sandwiches, American (New), Lounges, Nightlife, Bars, Restaurants, Breakfast & Brunch",3.5,593,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,Brunch & Breakfast,0.2911,7,0.6372,0.0268,0.2217,0.2325,0.0268,0.0709
QrIV69RPS4LTpIwPoL22_w,0.0157,0.0389,0.0106,0.02,0.0269,0.0191,0.0188,0.0628,0.0192,0.0278,0.0247,0.0948,0.0279,0.0213,0.0212,0.017,0.0429,0.1101,0.0412,0.3392,0.0329,0.0157,0.017,0.0435,0.0197,Applebee's Grill + Bar,2535-37 Castor Ave,"Bars, Fast Food, Sports Bars, Chicken Wings, Restaurants, Steakhouses, Nightlife, American (Traditional), Burgers",2.5,55,1,0:0-0:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-0:0,11:30-0:0,12:0-20:0,Small Plates & Cocktails,0.3392,4,0.2957,0.022,0.2192,0.2159,0.0237,0.0622
2dlQX5sP9X6Dlm1MmNOlSw,0.0208,0.0366,0.0242,0.0968,0.0228,0.0204,0.0212,0.0468,0.0363,0.0253,0.0217,0.0683,0.0238,0.0264,0.0251,0.023,0.0436,0.1442,0.0422,0.2492,0.0136,0.0205,0.026,0.0496,0.0258,ReAnimator Coffee,1523 E Susquehanna Ave,"Food, Coffee & Tea",4.0,105,1,0:0-0:0,8:0-15:0,7:0-15:0,8:0-15:0,7:0-15:0,8:0-15:0,8:0-15:0,"Cafe, Coffee & Reading Terminal",0.2492,4,0.7562,0.0227,0.2569,0.2225,0.0257,0.0804
KgozvZ1UFfXuJToqe8CfQg,0.0142,0.0212,0.0155,0.0215,0.022,0.0223,0.0268,0.0693,0.0156,0.0204,0.0153,0.07,0.0287,0.0195,0.0222,0.0183,0.0582,0.1169,0.0849,0.2942,0.0149,0.0445,0.0164,0.0612,0.0226,Fortune Chinese Restaurant,1828 S St,"Chinese, Restaurants",3.5,87,1,11:0-22:0,11:0-22:0,,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0,Spicy & Asian Flavors,0.2942,7,0.5184,0.0254,0.2334,0.2213,0.0207,0.07
_O_KBH1MStcUkS1xk5pxsg,0.0253,0.042,0.0375,0.066,0.0257,0.0246,0.0333,0.0516,0.0225,0.0325,0.0356,0.0811,0.0262,0.0302,0.0225,0.0251,0.0399,0.1549,0.0394,0.2587,0.0198,0.0138,0.0286,0.0434,0.0242,Franny Lou's Porch,2400 Coral St,"Coffee & Tea, Breakfast & Brunch, Books, Mags, Music & Video, Bookstores, Tea Rooms, Bagels, Shopping, Sandwiches, Restaurants, Food",4.5,68,1,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,"Cafe, Coffee & Reading Terminal",0.2587,5,0.6902,0.0284,0.2398,0.2226,0.0331,0.0836
di5ihAL9VWoctHelY8kLTQ,0.0208,0.0225,0.0209,0.0187,0.0215,0.0272,0.0135,0.096,0.018,0.0338,0.0169,0.064,0.0415,0.0397,0.0225,0.0208,0.0602,0.1135,0.0434,0.267,0.0119,0.0421,0.0243,0.061,0.0211,Gigi and Big R,38th and Spruce,"Restaurants, Food, Caribbean, Food Trucks",4.0,81,1,,,,,,,,Spicy & Asian Flavors,0.267,6,0.5585,0.0265,0.2182,0.226,0.0188,0.071
3BJxm-HnvzdwD1zjmSbmyQ,0.024,0.026,0.0141,0.0156,0.0211,0.0111,0.0277,0.0646,0.0123,0.0248,0.0141,0.0705,0.0244,0.0204,0.0168,0.0194,0.0545,0.1182,0.0634,0.3255,0.0137,0.0448,0.0234,0.0544,0.0221,Golden Chopstick Chinese Restaurant,1800 Spring Garden St,"Restaurants, Chinese",3.0,137,1,0:0-0:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,12:0-22:30,Spicy & Asian Flavors,0.3255,7,0.2415,0.0243,0.222,0.2189,0.0259,0.0706
KTGEa8V9ec0QBYM_uk1YLQ,0.0309,0.0279,0.0212,0.0201,0.0238,0.02,0.0227,0.0816,0.0173,0.025,0.0155,0.066,0.0227,0.0255,0.0299,0.0522,0.0396,0.174,0.0442,0.2704,0.0125,0.0151,0.0229,0.0509,0.0192,Czerw's Kielbasy,3370 Tilton St,"Food, Specialty Food, Meat Shops",5.0,150,1,,8:0-16:30,8:0-16:30,8:0-16:30,8:0-17:0,7:0-14:0,,Outdoor & Street Seating,0.2704,6,0.8072,0.0301,0.2171,0.2275,0.0271,0.0917
I5KZm-NnxYeEQsmp6nK5_w,0.0178,0.0281,0.037,0.0162,0.0152,0.0225,0.0242,0.0588,0.0159,0.0173,0.0214,0.1139,0.0374,0.0244,0.0181,0.0219,0.0525,0.136,0.045,0.2783,0.0549,0.0229,0.0244,0.0453,0.0182,Las Cazuelas Restaurant BYOB,426 W Girard Ave,"Food, Tacos, Mexican, Latin American, Restaurants, Spanish",4.0,338,1,0:0-0:0,11:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:0,Small Plates & Cocktails,0.2783,6,0.7127,0.0289,0.218,0.2242,0.0231,0.0753
fr2qDm_mY1afIGMvqsKUCg,0.0204,0.0209,0.0,0.0183,0.0254,0.027,0.0316,0.0941,0.0129,0.0218,0.0132,0.066,0.0234,0.0441,0.0139,0.0163,0.0451,0.1125,0.084,0.3241,0.0212,0.0248,0.0206,0.0584,0.0177,George's Wings,3818 Morrell Ave,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers",3.5,50,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0,Food Trucks & Trendy Spots,0.3241,6,0.447,0.0245,0.2303,0.2145,0.0245,0.0687
zspnOaAN4jpseR3X7YtX5Q,0.0246,0.0968,0.0,0.0143,0.0393,0.0369,0.0282,0.048,0.0414,0.0318,0.0231,0.0774,0.0199,0.0201,0.0216,0.0175,0.0367,0.1471,0.0332,0.2614,0.01,0.011,0.0303,0.0477,0.055,Brownies Pub,46 S 2nd St,"Pubs, Nightlife, Bars, Sports Bars",3.5,51,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,12:0-2:0,12:0-2:0,Bar Vibes & Live Music,0.2614,5,0.6569,0.0222,0.2122,0.2122,0.0475,0.0822
pj8Y-5vfbRitnnm2xJFH9w,0.0234,0.0318,0.0193,0.0184,0.0324,0.0255,0.0196,0.0604,0.0191,0.0435,0.0183,0.088,0.0372,0.0198,0.0224,0.0272,0.0497,0.1121,0.0387,0.3162,0.0229,0.0454,0.0237,0.0499,0.0241,Jamaican Jerk Hut,1436 South St,"Caribbean, Restaurants",2.5,276,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,15:0-22:0,Spicy & Asian Flavors,0.3162,4,0.3857,0.0285,0.2161,0.2223,0.0246,0.0669
eqNutOMnPqKa9QDAY6KfEw,0.0186,0.0286,0.0297,0.0564,0.0174,0.0262,0.0246,0.0602,0.0175,0.0207,0.0659,0.0761,0.0258,0.0228,0.019,0.0209,0.0424,0.1543,0.0494,0.2341,0.0185,0.0212,0.0327,0.0484,0.0209,J'aime French Bakery,212 S 12th St,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes",4.5,310,1,0:0-0:0,7:0-16:0,7:0-16:0,8:0-13:0,8:0-13:0,8:0-16:0,8:0-16:0,Desserts & Bakery,0.2341,6,0.8729,0.0242,0.2393,0.2227,0.0237,0.086
zwTmOj4B_OVPMTMYijQiKg,0.0241,0.0827,0.0223,0.0149,0.0164,0.0176,0.0313,0.0458,0.0336,0.0221,0.0143,0.0928,0.0238,0.0202,0.0247,0.0222,0.0538,0.1414,0.039,0.2738,0.0176,0.0207,0.0223,0.059,0.0227,Queen Sheba,4511 Baltimore Ave,"Nightlife, Restaurants, Sports Bars, Bars, Ethiopian",4.0,64,1,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,Bar Vibes & Live Music,0.2738,6,0.8082,0.026,0.2143,0.2226,0.0442,0.0809
